LABEL,Date,Source,Title,Headline
drought,2023-09-13,The A.V. Club,Sorry Megan Thee Stallion says she didn t fight with Justin Timberlake,The MTV Video Music Awards have taken a dip in relevancy in recent years but it used to be a home for pop culture drama From Courtney Love crashing Madonna s red carpet interview to Nicki Minaj declaring Miley what s good to of course Kanye West snatch
drought,2023-09-19,Los Angeles Times,Are seafloor desalination pods the answer to California s drought woes,The Las Virgenes Municipal Water District is looking to use new technology to harvest fresh water from deep in the ocean
weather,2023-09-04,Wired,Climate Change Has Finally Come For Burning Man,Unpredictable weather and delays following Hurricane Hilary turned the festival for ultra wealthy techno utopians and Hedonists into a literal quagmire Welcome to the new normal
weather,2023-09-27,Wired,The Climate Crisis Is Driving People to Substance Abuse,Extreme weather has decimated crops and incomes in northern India To soothe their anxiety agricultural workers are turning to tobacco and alcohol
weather,2023-09-04,Lifehacker.com,You Should Leave Your Portable Generator on Empty,As extreme weather is becoming increasingly common so too are the power outages that often accompany it From downed power lines following a strong thunderstorm or blizzard to the grid getting overloaded as people crank the air conditioning to stay cool dur
weather,2023-09-25,Boing Boing,First Alert Weather sues Weather First Alert,Chaos and confusion in St Louis KMOV Channel filed a lawsuit in federal court alleging that KSDK Channel stole its trademarked First Alert Weather phrase slyly rearranging the words From The Riverfront Times The lawsuit which is full of
weather,2023-09-26,Engadget,The US electrical grid is in desperate need of upgrades watchdog warns,The US outdated electrical grid is not equipped to handle rising demands for renewable energy or the new normal threats of extreme weather and cyberattacks This is according to energy security watchdog SAFE whose Grid Security Project found that problem
weather,2023-09-19,Gizmodo.com,Scientists Have Found the Zombie Switch for a Brain Controlling Ant Parasite,Parasitic worms that zombify ants to do their bidding might be even more clever than we knew Recent research has found that these parasites can not only compel ants to climb up blades of grass but also to climb back down when the weather gets too hot all as
weather,2023-09-21,Business Insider,The true cost of extreme weather,Extreme weather is costing all of us money in ways we don t always see Heat illnesses drought deep freezes and floods It s adding up
weather,2023-09-22,Android Central,Google s Weather UI redesign starts appearing on more Android phones,Google is rolling out its revamped Weather app UI on Android phones following its larger screen devices
weather,2023-09-26,MacRumors,Apple Watch Users Report Weather Complication Issues in watchOS,Some Apple Watch users on watchOS have reported experiencing issues with Weather complications failing to display data on the watch face despite the Weather app itself presenting no such issues Apple Watch users have taken to the MacRumors forums
weather,2023-09-27,MacRumors,Apple Suggests Potential Fixes for Weather Complication Bug on Apple Watch,Apple on Tuesday offered two potential fixes for the recently reported Apple Watch issue where watch face Weather complications fail to load data Apple Watch owners have been complaining of malfunctioning Weather complications since the launch of watchO
weather,2023-09-27,Engadget,Mercedes take the wheel Testing Drive Pilot L autonomy in traffic,The day is finally here There s a self driving car available for purchase in the US Or at least there will be within the next few months Mercedes Benz is bringing its Drive Pilot equipped cars to California and Nevada and when they re deployed you ll
weather,2023-09-15,Ted.com,An extreme weather report from America s weatherman Al Roker,It s not just you the weather is getting worse And if there s one person who would know it s America s weatherman Al Roker who s spent decades reporting live from some of the worst storms and natural disasters in history He explains how we can each ta
weather,2023-09-29,Hackaday,Building a Weather Display in Rust,We ve seen a lot of weather displays over the years and plenty of the more modern ones have been using some form of electronic paper So what makes this particular build from Harry Stern d
weather,2023-09-26,MacRumors,watchOS Fixes Weather Complication Bug on Apple Watch Series and Ultra,The watchOS update appears to address a bug with Weather complications but the issue is only fixed on the Apple Watch Series and the Apple Watch Ultra the two devices that are able to receive the new software Multiple reports on the MacRumo
weather,2023-09-07,Engadget,BMW s terrible heated seats subscription didn t even make it to a second winter,Here s some news that might shock you drivers really don t like paying extra for car features they expect as standard BMW is one of several automakers that have been nickel and diming customers including with a monthly subscription for heated seats in
weather,2023-09-20,Engadget,Ring s new Stick Up Cam Pro comes with built in radar detection,Bird s Eye View is the romantic name Ring gives to its use of radar to track a person s path across a camera s field of vision It s available on the Video Doorbell Floodlight Cam Pro and Spotlight Cam Pro and now it s coming to the new Stick Up Cam Pro
weather,2023-09-22,Engadget,NASA s James Webb Telescope may have found the source of Europa s carbon,Before the Galileo spacecraft was destroyed two decades ago it detected several chemicals on the surface of Jupiter s moon Europa including carbon dioxide Now a couple of studies using observations by the James Webb Space Telescope JWST suggest that the
weather,2023-09-12,Engadget,macOS Sonoma arrives on September,Apple s next desktop overhaul is almost ready to download macOS Sonoma will be available on September as a free update for users with a compatible Mac device the company announced at its annual fall event today As is typically the case with desktop soft
weather,2023-09-15,BBC News,September s devastating floods in seconds,A look back at some of the calamitous floods that have occurred around the world in just the first half of this month
weather,2023-09-30,CNET,Snag a th Gen Echo Dot Smart Speaker for Under Save CNET,Check the weather stream music or audiobooks control your compatible smart home devices and more with this Alexa enabled smart speaker while it s off at Woot
weather,2023-09-19,Business Insider,A giant eruption covered over half the sun then crashed into Earth nearly hours earlier than forecast,The sun is getting more active while space weather forecasters are at a disadvantage This time we got lucky but more solar storms are coming
weather,2023-09-03,BBC News,Torrential rain in Spain causes major flooding,Atletico Madrid and Seville s football match was called off as a red alert was issued in the capital
weather,2023-09-17,NPR,Thousands expected to march in New York to demand that Biden end fossil fuels,The protest comes after a summer of extreme weather events and just ahead of a U N summit aimed at prodding global leaders to cut emissions more quickly
weather,2023-09-19,Gizmodo.com,India s First Solar Mission Begins Studying Particles Surrounding Earth,In a little over two weeks since its launch India s Aditya L mission started collecting data to help analyze the behavior of particles that surround Earth Read more
weather,2023-10-03,Gizmodo.com,Don t Panic Your Phone Is Going to Blare an Emergency Test on Wednesday,Americans will receive a nationwide emergency test alert on their cellphones TVs and radios on Wednesday at p m ET to test the wireless alert systems The test will be conducted to ensure that the system s automated response continues to operate effi
weather,2023-09-25,Business Insider,Here s why the surge in oil prices won t derail the economy or consumer according to Goldman Sachs,Higher oil prices could be offset by a decline in electric utility bills during the fall months assuming normal weather Goldman Sachs said
weather,2023-09-04,Business Insider,Sergey Brin and Elon Musk s brother Kimbal spotted at Burning Man as attendees struggled to deal with swampy chaotic conditions,Many figures from the tech industry attended the Nevada event and some were unexpectedly caught up in the weather related chaos
weather,2023-09-19,Business Insider,What s next for the war in Ukraine,Ukraine s army is making slow progress to retake occupied territory Minefields weapons politics and the weather will all play a part
weather,2023-09-29,Business Insider,Europe is almost out of local olive oil supplies as extreme weather takes a toll on harvests,Extreme weather has hurt another year of olive harvests in Europe To deal with olive oil shortages supplies are being imported from South America
weather,2023-09-22,Business Insider,Insider Today A trillion disaster,The cost of extreme weather events since has eclipsed trillion It s an example of how these disasters impact us all
weather,2023-09-26,CNET,Get Winter Ready With Up to Off Greenworks and Sun Joe Power Tools CNET,Getting ready for the cold weather is a lot easier with the right tools and right now you can snag all the equipment you need for less at Woot
weather,2023-09-27,BBC News,South Africa floods At least people die after Western Cape deluge,The authorities say at least people have died as floodwaters submerge parts of the province
weather,2023-09-20,Engadget,Echo Show rd gen hands on The screen that adjusts as you move around the house,One of the biggest announcements at today s AI filled Amazon event is the all new Echo Show The company has refreshed the design with edge to edge glass up front and softer curves for a more refined look overall While the aesthetics have changed for the b
weather,2023-09-03,BBC News,New tech boosts Dutch drive for sustainable farming,In the Netherlands experiments are underway to ensure future food supply and cut carbon emissions
weather,2023-09-30,Business Insider,Hate office politics It all comes down to point of view,Office politics is like the weather Ignore it at your own peril No one likes drama for the sake of drama but it might help you understand your coworkers
weather,2023-10-03,Gizmodo.com,Here s Where NYC Is Sinking,The ground beneath New York City is sinking and rising across different areas new research shows The sinking has contributed to worsening flood risks including at sporting arenas roadways and a busy airport Read more
weather,2023-09-18,Hackaday,The Challenge of Weather Modification in the Face of Climate Change,Over the past decades we have been able to observe a change in the Earth s climate caused by an increasing amount of energy being retained in the atmosphere This in turn has affected weathe
weather,2023-09-15,The Verge,Media mogul Byron Allen offers billion to acquire ABC from Disney,Byron Allen has reportedly offered to buy the ABC TV network FX and National Geographic cable channels and local stations from Walt Disney for billion
weather,2023-09-12,Yahoo Entertainment,Boeing to deliver first T to US Air Force outlines testing plans,The first two T s will head to Edwards Air Force Base in California this fall and a third will undergo testing on extreme weather conditions elsewhere
weather,2023-09-06,Engadget,The Morning After attorneys general urge Congress to fight AI generated child sexual abuse images,We are engaged in a race against time to protect the children of our country from the dangers of AI the attorneys general wrote in an open letter to Congress asking for increased protective measures against AI enhanced child sexual abuse images Using imag
weather,2023-09-22,Engadget,Tecno s Phantom V flip phone puts a circular display on its cover,While most modern flip phone makers have been focusing on maximizing their cover screen sizes a new contender decided to branch away with a circular one instead Following its flagship foldable from earlier this year China s Tecno has also unveiled its firs
weather,2023-10-02,Business Insider,Ukraine s troops mostly advance without using the vehicles general says despite an influx of advanced gear,Ukraine is using small groups of troops to make advances against Russia and is not leaning heavily on the armoured vehicles provided by the West
weather,2023-09-16,BBC News,Antarctic sea ice at mind blowing low alarms experts,Missing winter sea ice signals changes in Antarctica that could be absolute disaster for the world scientists say
weather,2023-09-23,Wired,California s Governor Gavin Newsom Vetoes State Ban on Driverless Trucks,California lawmakers egged on by unions voted to require a human onboard autonomous trucks over fears about safety and job losses Governor Gavin Newsom was having none of it
weather,2023-09-11,Time,Set a Record for Billion Dollar Weather Disasters in the U S And The Year Isn t Over Yet,The year isn t even over yet and already has seen a record number of weather disasters costing billion or more in the U S
weather,2023-09-05,BBC News,Spain floods Boy survives by clinging to tree overnight,The year old climbed on to a tree after his family s car was swept into a river by deadly floods
weather,2023-09-30,Wired,Sweat Is Helping You Survive Climate Change,It s gross It s sticky Here s the science of how it has already saved your life
weather,2023-09-12,Business Insider,Add the climate crisis to the long list of things messing up supply chains this summer,The climate crisis is throwing a wrench into supply chains that were already disrupted by the pandemic geopolitical tensions and rising costs
weather,2023-09-09,Time,Hurricane Lee Is Charting a New Course in Weather and Could Signal More Monster Storms,Hurricane Lee is rewriting old rules of meteorology leaving experts astonished at how rapidly it grew into a goliath Category hurricane
weather,2023-09-28,Android Central,New Assistant At a Glance widget starts appearing on more Android phones,Google has begun rolling out the redesigned At a Glance widget to more Android phones
weather,2023-09-16,CNET,Emergency Alert Warning You ll Be Getting These Messages on Your Phone and TV in October CNET,Prepare yourself for the emergency messages that will flash up on Oct
weather,2023-09-12,The Verge,The next Sims will be free and won t replace The Sims,EA has released more details on Project Rene its next gen The Sims game including news that it will be free to play and won t mean the end of The Sims
weather,2023-09-06,BBC News,Tropical Storm Lee forecast to become extremely dangerous hurricane,The storm is likely to reach hurricane status soon but it is too early to assess its potential impact
weather,2023-09-07,BBC News,Japan joins Moon race with successful rocket launch,If all goes well the lunar lander that the rocket is carrying will attempt a Moon landing in February
weather,2023-09-18,MacRumors,Best Apps With New iOS and watchOS Features,With the release of a new operating system there are multiple features and design elements for developers to adopt Now that iOS is out many major apps are getting interesting updates today which we ve rounded up below watchOS also has a new design
weather,2023-09-26,9to5Mac,Here s how the all new Apple Watch Weather app in watchOS looks and works Gallery,Arriving with watchOS is a redesigned Weather app that looks great includes more weather metrics and makes better use of the Apple Watch display to show more information Follow along for how the new Apple Watch weather app works in watchOS more
weather,2023-09-04,9to5Mac,Here s how the all new Apple Watch Weather app in watchOS looks and works Gallery,Arriving with watchOS is a redesigned Weather app that looks great includes more weather metrics and makes better use of the Apple Watch display to show more information Follow along for how the new Apple Watch weather app works in watchOS more
weather,2023-09-08,Boing Boing,National Science Foundation s new center connects Indigenous wisdom with Western science,The US National Science Foundation is launching a new research center designed to weave Indigenous peoples wisdom with Western science Based at UMass Amherst the Center for Braiding Indigenous Knowledges and Science CBIKS will focus on projects around me
weather,2023-09-14,The New Yorker,An Elvis Impersonator s Summer of Extreme Weather Weddings,Bob McArthur has lived in Las Vegas for only a year and a half but has worked through the wettest monsoon in decades a rare tropical storm and the city s hottest month ever
weather,2023-09-26,Harrystern.net,Yet another E Ink weather display but with Rust,I made one of those e ink weather displays that you see on tech blogs and hacker news sometimes It can display the current weather the temperature and precipitation forecast for the rest of the week and my current and upcoming tasks from Todoist It s powe
weather,2023-09-04,University of Leeds,Extreme El Ni o weather switched off South American s carbon sink,Tropical forests in South America lose their ability to absorb carbon from the atmosphere when conditions become exceptionally hot and dry according to new research
weather,2023-09-05,Business Insider,Elon Musk called Burning Man the best art on Earth before thousands of mud soaked attendees fled the disastrous event,Elon Musk who is known as a longtime Burning Man superfan said the event was unique and incredible
weather,2023-09-05,BBC News,Brazilian state reels after its worst cyclone disaster,At least people die in the state of Rio Grande do Sul with more flooding expected
weather,2023-09-24,BBC News,Huge shelf cloud seen over Brazilian city,Timelapse video captured the weather phenomenon moving across the sky in Caxias do Sul
weather,2023-09-10,BBC News,fighting days left for Ukraine s offensive US army chief,Gen Mark Milley tells Laura Kuenssberg the autumn weather will make Ukraine s manoeuvres much harder
weather,2023-09-28,BBC News,Swiss glaciers record catastrophic ice loss,The alpine ice fields have lost a further of their volume this year according to new statistics
weather,2023-09-05,NPR,Burning Man festival attendees finally free to leave face hours of traffic,Organizers had asked attendees to shelter in place on Saturday as torrential rains turned the desert site into a mud pit A driving ban has since been lifted but it s taking hours for most to exit
weather,2023-09-23,ABC News,Yankees and Diamondbacks rained out More bad weather forecast for Sunday,The Arizona Diamondbacks game at the New York Yankees was postponed because of a forecast of sustained rain
weather,2023-09-10,ABC News,WATCH Small plane flips over at Louisiana airport amid severe weather,Strong winds on Friday caused a small plane to flip at the Lake Charles Region Airport in Louisiana
weather,2023-09-21,Android Police,The redesigned Google Weather app has started to roll out,Several users have reported seeing the new Material You revamp
weather,2023-09-04,Business Insider,Tech entrepreneur says she ditched her luggage and trekked through ankle deep mud to escape flooded Burning Man camp It felt like walking in wet scuba gear,Laurie Wofford told the WSJ that she was among those who tried to escape the festival after they were flooded out of their camp
weather,2023-09-05,BBC News,Deadly cyclone in southern Brazil kills at least people,The governor of Rio Grande do Sul Eduardo Leite said it was the state s worst ever weather disaster
weather,2023-09-17,BBC News,Brazil killed after plane crashes in Amazon,Officials say it appears the aircraft tried to land in bad weather but ran out of runway
weather,2023-09-10,Mercurialtrends.com,Heat Waves and Climate Change Understanding the Link,Heat waves are prolonged periods of exceptionally hot weather typically lasting several days to weeks during which temperatures soar
weather,2023-09-22,BBC News,F crash Pilot called after parachuting into backyard,Marine parachuted into a backyard and told emergency services he was OK but not sure where his jet was
weather,2023-09-07,CNET,Summer Isn t Done With Triple Digit Heat Waves Expected to Hit This Weekend CNET,There s only two weeks of the season left but triple digit temperatures persist
weather,2023-09-11,Boing Boing,Alaska Hiker rescued after using a bear cam to ask for help video,Normally when people go to one of Explore org s bear cams they see bears or at least a bear s habitat But on Tuesday around pm during a bout of windy rainy weather in Alaska s Katmai National Park and Preserve some viewers tuned in to spot not a b
weather,2023-09-22,NPR,Tropical storm warning puts mid Atlantic coast under threat of winds and flooding,A disturbance is likely to strengthen into a tropical storm when it s expected to hit North Carolina late Friday forecasters said posing flooding and other threats as far north as New Jersey
weather,2023-09-28,Wired,Best Deals Outdoor Apparel Camping and Climbing Gear,Autumn is the perfect season to enjoy the outdoors With just enough chill in the air make sure you have the right gear and clothing
weather,2023-09-27,9to5Mac,Problems with Apple Watch weather complication persist company suggests two fixes,If your Apple Watch weather complication is not working we already found one workaround which seems to help but Apple now has two suggested fixes What is happening for a significant number of people is that all weather complications conditions temper
weather,2023-09-18,9to5Mac,Carrot Weather gets Apple Watch overhaul iPhone StandBy widgets and more,Carrot Weather is out with a major update alongside iOS and watchOS launching today The new releases include the first ever redesign of Carrot Weather for Apple Watch widgets for the new iPhone StandBy mode and iPad Lock Screen Personal Voice support
weather,2023-09-25,Vice News,This Indestructible Umbrella Saves Me in NYC Rainstorms and It s Off,This Samsonite beast helped me survive long commutes heavy snowfall and other good hair threatening weather
weather,2023-09-07,Gizmodo.com,CDC Warns About Deadly Flesh Eating Bacteria Found in Warm Coastal Waters,The record breaking summer in the Northern Hemisphere this year might somehow be even more miserable than expected The Centers for Disease Control and Prevention is now warning doctors and the public to watch out for life threatening infections caused by fl
weather,2023-09-12,Forbes,Meet The Security Guard Of The Future As Ascento Raises Million,Ascento Robotics has developed an all terrain autonomous robot that is happy to go out on patrol whatever the weather
weather,2023-10-01,Digital Trends,Perseverance rover catches footage of a dust devil on Mars,Many weather events we experience on Earth can be found on other planets too including whirlwinds and the Perseverance rover recently captured footage of one
weather,2023-09-06,NPR,A cyclone has killed over people in Brazil with more flooding expected,The southern Brazilian states of Rio Grande do Sul and neighboring Santa Catarina are reeling after a devastating cyclone killed people and displaced thousands
weather,2023-09-28,AppleInsider,How to fix a blank Weather complication on Apple Watch,If you ve been seeing two dashes instead of today s temperature on your Apple Watch Weather complication Apple has two solutions to try Notice the two dashes in the top right complication it should be showing the current temperatureActually it has three T
weather,2023-09-20,Business Insider,The vicious cycle of homeowners insurance It s increasingly expensive to protect homes in the disaster prone areas that need it most,As disaster risks grow in vulnerable areas insurers are pulling back from offering the kinds of coverage that are becoming more needed than ever
weather,2023-09-03,Hackaday,Bare PCB Makes A Decent Homemade Smart Watch,These days we live in a post Dick Tracy world where you can make a phone call with your fancy wristwatch and lots more besides akashv has gone a simpler route designing their own from scra
weather,2023-09-14,Autoblog,Android Auto getting Zoom Weather Channel Prime Video in some cars,Filed under Driving Safety Technology Infotainment Continue reading Android Auto getting Zoom Weather Channel Prime Video in some cars Android Auto getting Zoom Weather Channel Prime Video in some cars originally appeared on Autoblog on Thu Sep
weather,2023-09-21,Boing Boing,Cartoonist Joe Matt has passed away,Joe Matt an influential cartoonist who specialized in shockingly honest autobiographical comics suddenly and unexpectedly died at The Comics Beat reports He was found dead at his drawing board apparently of a heart attack Matt was most famous fo
weather,2023-10-03,The Verge,Ford s new F Lightning Flash trim will have more range a bigger screen and a heat pump,Ford is adding a new trim for the model year refresh of the F Lightning Named Flash the new version will have an EPA estimated range of miles a bigger screen and a heat pump
weather,2023-09-09,Lifehacker.com,Today s Connections Hints and Answer for Saturday September,If you re looking for the Connections answer for Saturday September read on I ll share some clues tips and strategies and finally the solutions to all four categories Beware there are spoilers below for September NYT Connections Scroll
weather,2023-10-01,HuffPost,Heat Has Forced Organizers To Cancel Twin Cities Races That Draw Up To Runners,The two long distance races in Minnesota s two largest cities were expected to draw up to runners
weather,2023-09-24,Lifehacker.com,Today s NYT Connections Hints and Answer for Sunday September,If you re looking for the Connections answer for Sunday September read on I ll share some clues tips and strategies and finally the solutions to all four categories Beware there are spoilers below for September NYT Connections Scroll
weather,2023-09-28,Lifehacker.com,Today s NYT Connections Hints and Answer for Thursday September,If you re looking for the Connections answer for Thursday September read on I ll share some clues tips and strategies and finally the solutions to all four categories Beware there are spoilers below for September NYT Connections Scro
weather,2023-09-09,CNET,Emergency Alert Test in October Watch Out for These Messages on Your Phone and TV CNET,Don t panic Emergency messages will hit your mobile phones and TVs on Oct
weather,2023-09-20,CNET,Amazon Updates Fire TV Sticks With New K and K Max Versions CNET,Amazon s streaming sticks are getting faster
weather,2023-09-19,Engadget,Everything we learned from the biggest leak in Xbox history,If you thought we were done learning juicy details about the internal workings of Xbox after this summer s Federal Trade Commission Microsoft trial wrapped up hoo boy you can guess again A jaw dropping court document leak has revealed a ton of informat
weather,2023-09-27,Shuttle.rs,Rust vs Go A Hands On Comparison,Rust versus Go is a controversial topic that pops up from time In this post we will compare both languages in the context of web development by writing a small web service which shows weather data in both languages
